*propname*'s?,,,
"real women are not perfect, perfect women are not real!!!",,,
was looking for a job and ended up with two...,,,
"so the guito from jersey shore that calls him self ""the situtation"" is trying to trademerk it now...",,,
just waiting...,,,
is pumped to see harry potter with chaz...you are the best bf ever!,,,
merry christmas! much blessings and love~~~,,,
didn't sleep....tired.....probably gonna walk into traffic half-asleep. and the best part...i'm not done with that friggin' essay yet!,,,
on the boat with m&m!,,,
ought to be cast in the next big zombie movie as an extra. because she feels like the living dead must feel after a night of heavy brain-eating. is that their equivalent of drinking? explains why they want to do it all the time.,,,
danced again last night.  this is starting to become a pattern...,,,
where did summer go?,,,
gone to charlotte for new years!,,,
wrote a quick article on *propname*. check it out. http:////www.examiner.com//examiner//x-24676-gainesville-film-industry-examiner~y2009m11d2-roger-beebe,,,
tuition at rhode island is 35 grand!!,,,
is eating dinasour oatmeal!!,,,
left his heart in san francisco and thus had a massive coronary arrest upon exiting the city,,,
mmmmmmmm trader joes tart frozen yogurt... makes a mouth very happeh!!  :d,,,
"the only good thing about the 11 hour bus ride from chennai to madurai...we didn't die...despite the multiple attempts by the bus driver. surprisenly we didn't hit any dogs, pedestrians, bicycles, motos, cars or trucks...very surprising.",,,
at school til 7:30 then home where i will hopefully get to watch antm from last night,,,
is fed up with messin with the relationship status n is goin to upload pics :d,,,
invites you to feel the magic of the holidays by visiting the harry potter exhibit at museum of science boston on dec. 12 (sat).,,,
"now *propname* is asking ""when's my party? "" who predicted that?!",,,
"frustrated beyond all hell, blog isn't helping.",,,
"is listening to my dog, my husband, and my baby snore...simultaneously.  i am surrounded!!!",,,
wants to thank you all for your birthday wishes. now it's time to make my rounds and eat some good cooking!,,,
is ready for a nappy-noo,,,
"""and a britney song was on, and the britney song was on, and the britney song was on! so i put my hands up, they're playin my song, and the butterflys fly away, noddin my head like yeah, moving my hips like yeah"" ~ oh yes, i went there!",,,
is transitioning,,,
is wearing and listening to less than jake =] =],,,
"wishes she was as cool as *propname*, but... that'll never happen!  =]",,,
and the downtown comedy club weekend of awesomeness continues tonight at 8.,,,
"has too much to do in too little time. why is the ""to-do"" list getting longer every day instead of shorter?",,,
is back in de for the dover race tomorrow!,,,
"this is the man cave, there's no women allowed in here. i got a jerk-off station for god's sake.",,,
"just went to her first phish show! it was great fun, though i'm not sure who spread the rumor that it's ok to use glowstick goo as body paint.",,,
don's taking a fork-lift test tomorrow to see if he qualifies to bump back in - keep those fingers crossed!,,,
*propname* fails.,,,
safe and sound in japan! :),,,
thinks if she was less moral she would have a lot more money hahahaha!,,,
"hung out at *propname*'s today, wrapping presents, then went to the park and played on the swing sets. can anyone say awesome??",,,
would be perfectly content if forever was here.,,,
"is so fucking rock, so goddamn rock, so motherfucking rock!",,,
is excited about my helicopter shaped cookie cutter:),,,
happy thanksgiving!,,,
"""its only illegal if you get caught, assuming you're stupid enough to get caught in the first place""",,,
why do some peoples parents take everything out on their kids. it's so stupid and ugghh!!,,,
is trying to figure out how to talk to children about jesus being the bread of life...,,,
"got her ipod touch back today (yay!!!), complete with headphones and the addition of a few new apps, including the koran, ipray, world war, and brain tutor. i'll let you do with that what you will... ;)",,,
is sermonizing...her favorite saturday night pastime...,,,
"well, reedsburg certainly has an interesting way of plowing the streets..... 2 more days.",,,
"is back in la! back at work! back to 75 degrees and sunny!  and yet, missing the single-digit temperatures of chicago....",,,
yeah *propname* is home! work until 6pm.,,,
whooop! runshaw's off. to the sledging...,,,
assebmler has been defeted.,,,
is ready for baltimore!  (is baltimore ready for hua?  maybe not...),,,
"dear weekly quiz, r u f kidding me?",,,
everythign but the rain :d,,,
i reeeaaallllyyyy want to see taking woodstock...,,,
"another week almost over?  my, how they seem to fly! :) can't wait for next week when *propname* is here and we can celebrate his birthday!",,,
long long long day,,,
"so, i got something in my eye and rubbed it and now it looks like i got punched in the face...everyone was making domestic violence jokes at the party...",,,
"meet *propname*, my imaginary donkey.",,,
back,,,
getting ready for the storm to hit cape breton...shuttle tomorrow to halifax (i hope),,,
the will to win means nothing without the will to prepare,,,
"i have hardly given more information in the octameter,heptameter, hexameter, or pentameter than there is in the tetrameter- of course the boys are sleeping, you can't wake someone who isn't and a very roof is still a roof.  ""the ode less travelled."" *propname*",,,
"my indian address: 109 blincoe avon, belmont across from field next to warehouse, on curve virginia, usa",,,
"s mom just said, ""*propname*'s right!""  lol!",,,
just finished drill...8 people fell out,,,
"i'd swear the 'rents were just yelling ""gavinda"" right now...",,,
has to start all over again...,,,
wishing the rain would turn to snow for christmas!,,,
"note to self: never try to make candy canes or any other hard sugar candy without at least 2 other people around to immediate shape the candy and clean it off the dishes before it hardens. otherwise, it will be stuck on everything and take repeated re-heating and scraping to get it off :(",,,
packing and panicking look awfully similar.,,,
thinks that if she did not work mondays she would really like her job hahahaha...lunch then soooo much to do to get up to date after the weekend!,,,
i may not understand you fully but i learn something new about you everyday. thats all that matters. :d,,,
never realized that there was boston fashion week.,,,
let's go yankeeeesss!,,,
kushala daora nasd.,,,
i am uneligible for car insurance bc of the other people i live with... great,,,
woo-hoo!  on to indy!  anyone care to place an over//under on how long it'll take for some sportswriter to mention namath or super bowl iii?,,,
is elated!,,,
just updated my profile...much has changed since college!,,,
off to st. louis. back on friday.,,,
moves out the day after tomorrow,,,
has been accepted into grad school.  finally.,,,
is in italyyyyy,,,
"in other news, the steelers 4th quarter is the most depressing thing of all time.",,,
"okay, so what are the different plans for friday night in la ? there's *propname*...?",,,
setting the lazyometer to 11,,,
finding a place to live is ridiculously stressful,,,
can't sleep.,,,
prom is in # hours and still not ready......  aahhh!,,,
"it's 6am and i can't sleep cause i just finished ordering parts for a new computer. too excited. i'm nerdy, and what? d:",,,
on a mission to go back home for the world cup!!! anyone know how to not make it a mission? haha... south africa here we come <3 <3,,,
really hates sending emails to people she doesn't know asking for stuff.,,,
going to the premier of harry potter with me awesome cousins in the city!  yay!  sry daniel.....,,,
my body doth protest about the gym,,,
.........................why can't i focus on writing my paper at all??...........................,,,
got a new mobilephone..... :),,,
